Modelo	lmk_name	dst_euclidea	Metodo
DID6	MsoL	2.249758334064733	VRN
DID6	MsoR	7.6858160311651025	VRN
DID6	FtL	5.0376149601353015	VRN
DID6	FtR	4.678871878771992	VRN
DID6	FzgyL	8.40548769602167	VRN
DID6	FzgyR	6.189351443386622	VRN
DID16	Prn	6.276987767550197	VRN
DID16	Ls	4.63128037952668	VRN
DID16	Sm	2.852240050430633	VRN
DID16	Na	0.8797401043116171	VRN
DID16	St	2.7484690624171493	VRN
DID16	Sbn	2.7694308802092467	VRN
DID16	Gl	1.7211997531364884	VRN
DID16	Li	2.28035860944363	VRN
DID16	Gn	2.6254731298868403	VRN
DID16	Po	1.042515318054132	VRN
DID16	Me	5.3818344605510875	VRN
DID16	ChL	2.31532748759274	VRN
DID16	ChR	3.688741387880911	VRN
DID16	AlL	2.6206723411820203	VRN
DID16	AlR	6.8667388139025425	VRN
DID16	EnL	2.957876081754741	VRN
DID16	ExL	7.371439917760823	VRN
DID16	EnR	2.895476532308488	VRN
DID16	ExR	6.171447789493232	VRN
DID16	MsoL	3.5252327183848498	VRN
DID16	MsoR	7.202130149831431	VRN
DID16	FzgyL	4.98956313861739	VRN
DID16	FzgyR	4.183125884813246	VRN
DID16	FtL	2.320983912940203	VRN
DID16	FtR	7.396299690325242	VRN
DID13	Na	3.1708565292943005	VRN
DID13	Gl	1.9952498240703511	VRN
DID13	Sbn	2.257131476696405	VRN
DID13	Prn	11.087833012433299	VRN
DID13	Ls	3.7216842543043054	VRN
DID13	St	2.7895876777191546	VRN
DID13	Li	3.733791775951597	VRN
DID13	Sm	1.7720799255000048	VRN
DID13	Po	2.347360749425767	VRN
DID13	Me	5.860855578752411	VRN
DID13	Gn	2.89936855578527	VRN
DID13	ChL	1.8425035148649855	VRN
DID13	ChR	10.135790713651655	VRN
DID13	AlL	6.358651702166716	VRN
DID13	AlR	14.475352250582498	VRN
DID13	EnL	4.105884048997276	VRN
DID13	ExL	7.586836761460932	VRN
DID13	EnR	5.020581843042933	VRN
DID13	ExR	7.547839569921573	VRN
DID13	MsoL	5.384494533975845	VRN
DID13	MsoR	3.7761399429130997	VRN
DID13	FzgyL	6.20114884439127	VRN
DID13	FzgyR	6.715955360756209	VRN
DID13	FtL	1.7231337283557544	VRN
DID13	FtR	4.921910373717479	VRN
DID3	Po	3.7407391387904125	VRN
DID3	Me	2.456056143657418	VRN
DID3	Gl	5.040528998700154	VRN
DID3	Na	5.460155534346643	VRN
DID3	Ls	4.4227768304557324	VRN
DID3	St	5.375744931371834	VRN
DID3	Li	4.540957096107903	VRN
DID3	ChL	2.11231230813127	VRN
DID3	ChR	6.265012914737598	VRN
DID3	Sbn	3.3212696550454406	VRN
DID3	Prn	4.219757218015535	VRN
DID3	AlL	2.7913934182782216	VRN
DID3	AlR	6.068945027155792	VRN
DID3	EnL	4.532718830530736	VRN
DID3	ExL	4.059399190291831	VRN
DID3	EnR	1.7630140205529612	VRN
DID3	ExR	6.880278603212581	VRN
DID3	FtL	7.580606049094362	VRN
DID3	FtR	14.452588545007563	VRN
DID3	FzgyR	9.486087878771597	VRN
DID3	FzgyL	12.37435289427877	VRN
DID3	MsoL	5.571229655260674	VRN
DID3	MsoR	4.337741822599735	VRN
DID3	Sm	1.8033976996530576	VRN
DID3	Gn	2.356080759965766	VRN
DID4	Gl	4.603197972696285	VRN
DID4	Gn	4.064678885979399	VRN
DID4	Me	7.5044568193356636	VRN
DID4	Po	2.862355556767072	VRN
DID4	EnL	6.393498706006646	VRN
DID4	Na	2.7209323487997565	VRN
DID4	Sbn	3.7593229105789225	VRN
DID4	ExR	8.206705115281148	VRN
DID4	Prn	4.690270309813833	VRN
DID4	Ls	5.407177430101562	VRN
DID4	St	4.105258468061976	VRN
DID4	Li	2.1224685394711855	VRN
DID4	ChL	3.099623462956154	VRN
DID4	ChR	6.485577431209592	VRN
DID4	AlL	2.977228246119299	VRN
DID4	AlR	12.150536777273109	VRN
DID4	ExL	6.640788514123766	VRN
DID4	EnR	4.986503474665875	VRN
DID4	FtL	8.212207311338181	VRN
DID4	FtR	12.345288175609221	VRN
DID4	FzgyL	11.662943619847312	VRN
DID4	FzgyR	10.131003283252213	VRN
DID4	MsoL	5.484588923947974	VRN
DID4	MsoR	5.047334565920372	VRN
DID4	Sm	2.9501812303295014	VRN
DID9	Na	2.949399271874908	VRN
DID9	Gl	2.1574013069442826	VRN
DID9	Prn	2.486823010307871	VRN
DID9	Sbn	3.255542141470777	VRN
DID9	Ls	3.374697760029475	VRN
DID9	Li	2.12720846270031	VRN
DID9	St	1.9817482835595523	VRN
DID9	Sm	5.98536841425944	VRN
DID9	Po	6.8525789680071725	VRN
DID9	Gn	2.6446886294108927	VRN
DID9	Me	5.562714981353917	VRN
DID9	ChL	6.515466314202548	VRN
DID9	ChR	3.3392006325925316	VRN
DID9	AlL	2.7882032858777497	VRN
DID9	AlR	11.098855430667374	VRN
DID9	EnL	8.840665464033835	VRN
DID9	ExL	12.355423517677758	VRN
DID9	EnR	8.703898662007452	VRN
DID9	ExR	8.815715270172612	VRN
DID9	MsoL	3.713569631361392	VRN
DID9	MsoR	5.222429346915407	VRN
DID9	FzgyL	8.130335949381696	VRN
DID9	FzgyR	5.047429675919803	VRN
DID9	FtL	3.653008811631792	VRN
DID9	FtR	1.1665470486808007	VRN
DID11	Na	2.173433876130448	VRN
DID11	Gl	3.081652881141233	VRN
DID11	Prn	3.2857965703277836	VRN
DID11	Sbn	4.383255073799872	VRN
DID11	Ls	2.497061505394642	VRN
DID11	St	3.0004027459154097	VRN
DID11	Li	5.30360235972343	VRN
DID11	Sm	1.893755600979465	VRN
DID11	ChL	1.7395616777419252	VRN
DID11	AlL	3.7624495978427115	VRN
DID11	FzgyL	6.046452129917252	VRN
DID11	FtL	4.527686590353351	VRN
DID11	Po	2.521301851507588	VRN
DID11	Gn	3.660941074018512	VRN
DID11	ExL	9.96007347968251	VRN
DID11	Me	1.8459434553514453	VRN
DID11	AlR	4.534177841244834	VRN
DID11	EnL	1.7454605142103905	VRN
DID11	MsoL	4.561754910088819	VRN
DID12	Gl	2.5371609435018203	VRN
DID12	Li	4.23190452298983	VRN
DID12	AlL	2.4252466378224278	VRN
DID12	ExR	9.420097520760772	VRN
DID12	MsoL	4.804354550111343	VRN
DID12	FtL	3.8811230475654157	VRN
DID12	Prn	2.9652727904565412	VRN
DID12	Sbn	4.197943786057978	VRN
DID12	Ls	4.660485696785408	VRN
DID12	Me	3.833332153818189	VRN
DID12	ChL	5.171603916339036	VRN
DID12	MsoR	5.288553162773411	VRN
DID12	FzgyL	4.763801071287935	VRN
DID12	Gn	4.28770658658298	VRN
DID12	EnR	1.8993051731420314	VRN
DID12	Na	1.7550088037316396	VRN
DID12	St	1.5011781480585	VRN
DID12	EnL	3.7733132027423606	VRN
DID12	ExL	7.386324346111475	VRN
DID12	Sm	4.7201225554487705	VRN
DID12	Po	3.6581486976858923	VRN
DID12	AlR	2.8764937325152933	VRN
DID12	FtR	3.1946857063845133	VRN
DID12	ChR	5.0315564977653775	VRN
DID12	FzgyR	8.705333442142718	VRN
DID17	Sm	4.885927425828487	VRN
DID17	Na	8.722334236585173	VRN
DID17	Gl	10.427783252922303	VRN
DID17	Prn	4.62995386295284	VRN
DID17	Sbn	2.6479387247533013	VRN
DID17	Li	3.6472231830543898	VRN
DID17	Ls	3.6251899374508096	VRN
DID17	ChR	5.1286952541635875	VRN
DID17	ChL	5.361445130499905	VRN
DID17	AlL	5.634824763525034	VRN
DID17	AlR	5.313669190573806	VRN
DID17	EnL	1.6779253095950013	VRN
DID17	EnR	3.6600259826858976	VRN
DID17	ExL	4.226629496901171	VRN
DID17	ExR	11.637329701548946	VRN
DID17	MsoL	14.723841710195272	VRN
DID17	MsoR	12.716656407755012	VRN
DID17	FzgyL	12.62699588549671	VRN
DID17	FzgyR	13.575916163452082	VRN
DID17	FtR	11.706324932660022	VRN
DID17	FtL	6.10249781697381	VRN
DID17	St	2.678406037617379	VRN
